package_age_days,days_since_update,days_since_last_commit,update_frequency_score,description_length,has_detailed_description,log_download_count,log_star_count,log_fork_count,stars_to_downloads,maintainer_count,maintainer_experience,has_homepage,has_repository,total_issues,issue_resolution_rate,log_contributors,log_commits,community_engagement_score,ecosystem_npm,ecosystem_pypi,total_historical_vulns,critical_historical_vulns,vuln_frequency_score,is_security_related,total_dependencies,unique_dependencies,high_risk_indicators,age_new,age_young,age_mature,age_old,update_rec_very_recent,update_rec_recent,update_rec_stale,update_rec_abandoned,maintenance_risk,security_history_risk,community_risk,dependency_risk,composite_risk_score
2040.0,784.0,365.0,1,65,0,17.842101088163695,0.0,0.0,0.0,2,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,7.0,1.0,3,0,135.0,9.0,4,False,False,True,False,False,False,False,True,0.7,0.5533333333333333,0.6,0.6,0.616
2175.0,8.0,365.0,5,24,0,17.771048772751566,0.0,0.0,0.0,2,1.0,1,1,0.0,0.0,0.0,0.0,2,True,False,3.0,0.0,2,0,185.0,13.0,1,False,False,True,False,True,False,False,False,0.0,0.18,0.6,0.6,0.294
2175.0,8.0,365.0,5,24,0,17.771048772751566,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,3.0,0.0,2,0,185.0,13.0,1,False,False,True,False,True,False,False,False,0.3,0.18,0.8,0.6,0.42400000000000004
2121.0,0.0,365.0,5,55,0,17.689586037791784,0.0,0.0,0.0,1,1.0,1,1,0.0,0.0,0.0,0.0,2,True,False,5.0,0.0,2,0,60.0,3.0,1,False,False,True,False,False,False,False,False,0.3,0.3,0.8,0.36,0.41200000000000003
2167.0,418.0,365.0,1,44,0,17.79016095949335,0.0,0.0,0.0,2,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,1.0,1.0,1,0,20.0,1.0,2,False,False,True,False,False,False,False,True,0.7,0.19333333333333333,0.6,0.12,0.41200000000000003
1383.0,94.0,365.0,3,95,0,17.60658243211652,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,2.0,2.0,1,0,0.0,0.0,1,False,False,True,False,False,False,True,False,0.3,0.38666666666666666,0.8,0.0,0.366
416.0,10.0,365.0,5,50,0,17.496146401698716,0.0,0.0,0.0,3,1.0,0,1,0.0,0.0,0.0,0.0,1,True,False,1.0,0.0,1,0,0.0,0.0,0,False,True,False,False,True,False,False,False,0.0,0.06,0.7,0.0,0.15799999999999997
5124.0,461.0,365.0,1,31,0,17.534455700394407,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,2.0,1.0,1,0,62.0,4.0,3,False,False,False,True,False,False,False,True,1.0,0.2533333333333333,0.8,0.372,0.6104
2175.0,8.0,365.0,5,23,0,17.556356151304897,0.0,0.0,0.0,2,1.0,1,1,0.0,0.0,0.0,0.0,2,True,False,0.0,0.0,0,0,40.0,2.0,0,False,False,True,False,True,False,False,False,0.0,0.0,0.6,0.24,0.16799999999999998
2175.0,8.0,365.0,5,23,0,17.556356151304897,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,0.0,0.0,0,0,40.0,2.0,0,False,False,True,False,True,False,False,False,0.3,0.0,0.8,0.24,0.298
3806.0,1007.0,365.0,1,54,0,17.42835251034825,0.0,0.0,0.0,1,1.0,1,1,0.0,0.0,0.0,0.0,2,True,False,2880.0,284.0,4,0,14.0,1.0,3,False,False,False,True,False,False,False,True,1.0,1.0,0.8,0.084,0.7768
2541.0,70.0,365.0,4,114,1,17.45736609093283,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,5.0,0.0,2,0,0.0,0.0,0,False,False,False,True,False,True,False,False,0.3,0.3,0.8,0.0,0.34
3291.0,945.0,365.0,1,88,0,17.376696659174353,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,3.0,0.0,2,1,0.0,0.0,1,False,False,False,True,False,False,False,True,1.0,0.18,0.8,0.0,0.514
4723.0,385.0,365.0,1,97,0,17.410191194482064,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,174.0,18.0,4,0,0.0,0.0,3,False,False,False,True,False,False,False,True,1.0,1.0,0.8,0.0,0.76
3085.0,203.0,365.0,2,44,0,17.324721093925433,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,7.0,0.0,3,0,12.0,1.0,1,False,False,False,True,False,False,True,False,0.6,0.42,0.8,0.072,0.48040000000000005
2005.0,35.0,365.0,4,124,1,17.25882432805732,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,3.0,1.0,2,0,163.0,11.0,2,False,False,True,False,False,True,False,False,0.3,0.31333333333333335,0.8,0.6,0.464
2937.0,2924.0,365.0,1,32,0,17.177263884200787,0.0,0.0,0.0,1,1.0,1,1,0.0,0.0,0.0,0.0,2,True,False,3.0,1.0,2,0,0.0,0.0,2,False,False,False,True,False,False,False,True,1.0,0.31333333333333335,0.8,0.0,0.554
2937.0,2924.0,365.0,1,32,0,17.177263884200787,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,3.0,1.0,2,0,0.0,0.0,2,False,False,False,True,False,False,False,True,1.0,0.31333333333333335,0.8,0.0,0.554
3513.0,2930.0,365.0,1,39,0,17.236894088140186,0.0,0.0,0.0,1,1.0,1,1,0.0,0.0,0.0,0.0,2,True,False,3.0,0.0,2,0,1.0,1.0,1,False,False,False,True,False,False,False,True,1.0,0.18,0.8,0.006,0.5152
3513.0,2930.0,365.0,1,39,0,17.236894088140186,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,3.0,0.0,2,0,1.0,1.0,1,False,False,False,True,False,False,False,True,1.0,0.18,0.8,0.006,0.5152
1748.0,72.0,365.0,4,65,0,17.235252521012637,0.0,0.0,0.0,2,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,2.0,1.0,1,0,57.0,4.0,2,False,False,True,False,False,True,False,False,0.0,0.2533333333333333,0.6,0.34199999999999997,0.26439999999999997
3410.0,2629.0,365.0,1,73,0,17.188494696047997,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0.0,0.0,2,True,False,1.0,0.0,1,0,20.0,1.0,1,False,False,False,True,False,False,False,True,1.0,0.06,0.8,0.12,0.502
